,Company,Location,Salary,Search City,Summary,Title
663,"    Resolvity, Inc","Irving, TX 75038",,Dallas,Knowledge of current artificial intelligence and machine learning techniques including Deep Belief Networks (DBNs) or Deep Neural Networks(DNN)....,Machine Learning Programmer - Speech Recognition
664,        Capital One,"Plano, TX",,Dallas,"At least 4 years’ experience in Python, Scala, or R for large scale data analysis. Integrating with external data sources and APIs to discover interesting...",Manager of Data Science
665,        Bank of America,"Dallas, TX",,Dallas,"Analyzes actual and predictable interacting operational activities of a business system to obtain quantitative, rational basis for decision making through the...","Operations Research Analyst II - Dallas, TX"
666,    Straveda,"Dallas, TX",,Dallas,"Support data scientists, analysts, and product owners by cleaning, transforming, and augmenting data sets for analysis....",Data Wrangler
667,"        Aviall, Inc.","Irving, TX 75063",,Dallas,The Data Scientist will solve complex business &. Intelligence / big data / data science applications. Maintenance of business intelligence / big data / data....,Data Scientist II
668,        Lifetime Fitness,"Plano, TX",,Dallas,Experience tracking statistical data for basketball games. Track all relevant statistics during games. Work closely with League Coordinator to ensure member...,Ultimate Hoops Statistician
669,        Mission Foods,"Irving, TX 75038",,Dallas,"KNOWLEDGE, SKILLS, & ABILITIESAble to plan, and manage projectsExcellent level of technical competency in sensory scienceExcellent skills in the interpretation...",Sensory Scientist
670,        Saudi Aramco,United States,,Dallas,"Petroleum engineers and earth scientists in E&P work with cutting-edge technology to manage and produce these reserves, including 3D visualization, reservoir...",Business Systems Analyst - Unconventional Resources
671,    Pryor Associates - Pauline Reimer,United States,,Dallas,"Perform quantitative analyses on trend data to determine impact of trends on relevant insurance parameters, including loss frequency trends or exposure growth....",Insurance Data Analytics Senior Modeler - PR9204B
672,    2M Research Services,"Arlington, TX 76010 (East area)",,Dallas,"A master's degree or higher in sociology, anthropology, public health, or related field with relevant experience in ethnographic research is required ...",Qualitative Research Analyst
673,    STATinMED Research,"Plano, TX",,Dallas,"Manage data programming and analytic needs for a growing public health services/outcomes research group. Write and edit programs to clean, manage, merge, and...",Statistical Programmer - Junior
674,        Deloitte,"Dallas, TX",,Dallas,"Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data...",Advanced Analytics Enablement Big Data Senior Consultant
675,"    InfoVision, Inc.","Irving, TX",,Dallas,"Experience working with large datasets using tools like SQL, Hadoop, MapReduce, Pig/Hive, Spark/Shark Experience in using statistical modeling and distributed...","Data Scientist - Irving, TX"
676,        Wolters Kluwer,"Irving, TX",,Dallas,"You will perform a defined scope of work in a particular work area and provide senior technical leadership, guidance and support on all matters related to data...",Applied Data Scientist
677,        AT&T,"Plano, TX",,Dallas,"Expert level competency with scientific data analysis methods, leveraging statistics, data modeling, anomaly and outlier detections, and machine learning...",Principal Big Data Scientist
678,        Baylor Scott & White Health,"Dallas, TX 75215 (South Boulevard-Park Row area)",,Dallas,The Bioinformatics Scientists is responsible for conducting bioinformatics data analysis under direction of a supervisor....,Bioinformatics Scientist
679,    Markit Financial Info Service,"Dallas, TX",,Dallas," Preferable IT skills (Python, SQL).  Very good and relevant operational experience. The successful candidate will be working as part of the global Index...","Associate, Entry Level Quantitative Analyst"
680,    Markit Financial Info Service,"Dallas, TX",,Dallas,O Ensure that index data and methodologies comply with the IOSCO Principles for Financial Benchmarks. O Ensure that new indices are handed over to the relevant...,"Associate, Entry Level Research Analyst"
681,        Incedo,"Irving, TX 75038",,Dallas,"Role - Data Scientist. Experience in data modeling, data mining, data cleansing, and statistical techniques. Really knows the data scientist approach and tools....",Data Scientist
682,    The Hastings Group,"Dallas, TX",,Dallas,High level of technical competency in sensory scienceSkilled in statistical and data analysis and interpretationKnowledge of tortilla and chips category is a...,Sensory Scientist
683,"    TPR Consulting, LLC","Richardson, TX",,Dallas,4+ years hands-on experience implementing large scale data analytics solutions. Communicate insights and recommend areas for further data discovery....,Data Scientist
684,        Nigel Frank International Limited,"Dallas, TX",$90 - $110 an hour,Dallas,"Expert skill with Data Analytics. Azure Machine Learning Developer-Dallas,TX-3-6 Months-90-110/hr. If interested, contact me at 646 863 7556 or send your resume...","Azure Machine Learning Developer-Dallas,TX-3-6 Months-90-110..."
685,    Strive Consulting LLC,"Irving, TX",,Dallas,10+ years in deep Statistical and Data Analytics for a major corporate organization (primarily in the financial industry)....,Data Scientist/Statistic Modeler
686,        JCPenney,"Dallas, TX 75301 (Southwest Dallas area)",,Dallas,"Conducts organizational assessments and diagnostics to uncover trends and insights, identify causes of organizational issues, and generate recommendations for...",Organizational Development Consultant
687,        Markit,"Dallas, TX",,Dallas,"Company Overview IHS Markit harnesses deep sources of information, analytics and expertise to forge solutions for the industries and markets that drive global...","Associate, Entry Level Quantitative Analyst"
688,        Allstate Insurance,"Irving, TX 75015",,Dallas,Collaborate with business analysts and data scientists in eliciting and articulating solution requirements. The Systems Analyst / Senior Hadoop Data Engineer...,Big Data and Analytics Systems Analyst
689,    2M Research Services,"Arlington, TX 76010 (East area)",,Dallas,"This position also entails mentoring junior staff, and participating in professional development and scientific activities....",Senior Survey Sampling Statistician
